"시점","항공사별(1)","도착출발별(1)",운항 (편),여객 (명),화물 (톤)
"2011.11","대한항공","도착",8388,1318878,76486
"2011.11","대한항공","출발",8396,1315605,84333
"2011.11","티웨이항공","도착",899,148370,694
"2011.11","티웨이항공","출발",900,148350,699
"2011.11","이스타항공","도착",1041,135304,736
"2011.11","이스타항공","출발",1041,135442,750
"2011.11","외항사","도착",4273,567448,33146
"2011.11","외항사","출발",4276,589065,42362
"2011.12","아시아나항공","도착",5850,799292,35302
"2011.12","아시아나항공","출발",5847,802682,36267
"2011.12","에어부산","도착",1492,174967,1451
"2011.12","에어부산","출발",1491,174215,1493
"2011.12","제주항공","도착",1439,232548,1453
"2011.12","제주항공","출발",1438,232700,1492
"2011.12","진에어","도착",790,112633,775
"2011.12","진에어","출발",790,113971,847
"2011.12","대한항공","도착",8664,1272991,82383
"2011.12","대한항공","출발",8657,1246809,85158
"2011.12","티웨이항공","도착",893,130167,635
"2011.12","티웨이항공","출발",895,131316,644
"2011.12","이스타항공","도착",1157,138435,748
"2011.12","이스타항공","출발",1158,138670,757
"2011.12","외항사","도착",4405,580622,33647
"2011.12","외항사","출발",4412,637296,42361
"2012.01","아시아나항공","도착",5909,840078,33594
"2012.01","아시아나항공","출발",5910,840746,35216
"2012.01","에어부산","도착",1658,192567,1649
"2012.01","에어부산","출발",1657,192113,1689
"2012.01","제주항공","도착",1386,231415,1470
"2012.01","제주항공","출발",1386,232939,1522
"2012.01","진에어","도착",909,141485,953
"2012.01","진에어","출발",908,142349,1008
"2012.01","대한항공","도착",8853,1297365,72674
"2012.01","대한항공","출발",8847,1326400,76124
"2012.01","티웨이항공","도착",808,125921,683
"2012.01","티웨이항공","출발",809,125724,680
"2012.01","이스타항공","도착",1220,155891,870
"2012.01","이스타항공","출발",1219,156086,881
"2012.01","외항사","도착",4496,648327,29038
"2012.01","외항사","출발",4495,683266,38098
"2012.02","아시아나항공","도착",5534,835052,33533
"2012.02","아시아나항공","출발",5538,825938,33896
"2012.02","에어부산","도착",1415,178531,1433
"2012.02","에어부산","출발",1417,178642,1473
"2012.02","제주항공","도착",1277,220495,1296
"2012.02","제주항공","출발",1279,218863,1313
"2012.02","진에어","도착",853,138150,862
"2012.02","진에어","출발",854,137269,868
"2012.02","대한항공","도착",8185,1258582,76990
"2012.02","대한항공","출발",8203,1243606,79673
"2012.02","티웨이항공","도착",725,121016,609
"2012.02","티웨이항공","출발",728,121499,608
"2012.02","이스타항공","도착",1145,149140,784
"2012.02","이스타항공","출발",1146,148677,777
"2012.02","외항사","도착",4116,640573,31929
"2012.02","외항사","출발",4121,618440,38657
"2012.03","아시아나항공","도착",5801,794131,36098
"2012.03","아시아나항공","출발",5798,768316,36185
"2012.03","에어부산","도착",1749,196837,1455
"2012.03","에어부산","출발",1748,195863,1500
"2012.03","제주항공","도착",1543,243387,1444
"2012.03","제주항공","출발",1542,241428,1501
"2012.03","진에어","도착",954,141855,864
"2012.03","진에어","출발",953,140371,882
"2012.03","대한항공","도착",9011,1285595,81964
"2012.03","대한항공","출발",9004,1249434,86530
"2012.03","티웨이항공","도착",806,124687,618
"2012.03","티웨이항공","출발",799,122657,590
"2012.03","이스타항공","도착",1183,144312,750
"2012.03","이스타항공","출발",1183,143666,759
"2012.03","외항사","도착",4419,629821,34674
"2012.03","외항사","출발",4417,598263,44678
"2012.04","아시아나항공","도착",5632,843059,34647
"2012.04","아시아나항공","출발",5635,836440,36067
"2012.04","에어부산","도착",1778,234417,1619
"2012.04","에어부산","출발",1778,234002,1661
"2012.04","제주항공","도착",1561,268210,1634
"2012.04","제주항공","출발",1562,269201,1735
"2012.04","진에어","도착",1162,198506,1134
"2012.04","진에어","출발",1163,198573,1196
"2012.04","대한항공","도착",9222,1483410,74372
"2012.04","대한항공","출발",9215,1470835,75411
"2012.04","티웨이항공","도착",805,139803,688
"2012.04","티웨이항공","출발",804,139250,705
"2012.04","이스타항공","도착",1190,160789,868
"2012.04","이스타항공","출발",1189,160270,914
"2012.04","외항사","도착",4391,620771,32869
"2012.04","외항사","출발",4391,620044,43333
"2012.05","아시아나항공","도착",5887,855456,33533
"2012.05","아시아나항공","출발",5889,857266,33640
"2012.05","에어부산","도착",1809,237801,1647
"2012.05","에어부산","출발",1810,238822,1704
"2012.05","제주항공","도착",1783,298005,1745
"2012.05","제주항공","출발",1783,298771,1883
"2012.05","진에어","도착",1339,216186,1145
"2012.05","진에어","출발",1340,216740,1215
"2012.05","대한항공","도착",9593,1508193,73978
"2012.05","대한항공","출발",9610,1495461,76645
"2012.05","티웨이항공","도착",854,140641,643
"2012.05","티웨이항공","출발",854,140493,665
"2012.05","이스타항공","도착",1307,166425,849
"2012.05","이스타항공","출발",1306,166670,905
"2012.05","외항사","도착",4695,634350,34219
"2012.05","외항사","출발",4693,641500,42827
"2012.06","아시아나항공","도착",5769,866264,32802
"2012.06","아시아나항공","출발",5770,855651,33187
"2012.06","에어부산","도착",1738,224863,1511
"2012.06","에어부산","출발",1737,224453,1535
"2012.06","제주항공","도착",1751,294020,1799
"2012.06","제주항공","출발",1752,296526,1944
"2012.06","진에어","도착",1107,182547,1032
"2012.06","진에어","출발",1107,182491,1112
"2012.06","대한항공","도착",9131,1403468,75827
"2012.06","대한항공","출발",9133,1379893,78278
"2012.06","티웨이항공","도착",839,141201,666
"2012.06","티웨이항공","출발",839,140892,680
"2012.06","이스타항공","도착",1220,158597,813
"2012.06","이스타항공","출발",1220,158611,882
"2012.06","외항사","도착",4596,644763,35834
"2012.06","외항사","출발",4591,662339,42293
"2012.07","아시아나항공","도착",6095,922542,35767
"2012.07","아시아나항공","출발",6093,941963,34680
"2012.07","에어부산","도착",1582,200259,1467
"2012.07","에어부산","출발",1582,201831,1541
"2012.07","제주항공","도착",1634,279577,1858
"2012.07","제주항공","출발",1634,281946,2028
"2012.07","진에어","도착",999,172494,1092
"2012.07","진에어","출발",997,172463,1202
"2012.07","대한항공","도착",9177,1392956,76371
"2012.07","대한항공","출발",9179,1426792,76523
"2012.07","티웨이항공","도착",875,149951,786
"2012.07","티웨이항공","출발",876,151454,813
"2012.07","이스타항공","도착",1305,173278,954
"2012.07","이스타항공","출발",1305,173768,1037
"2012.07","외항사","도착",5052,702278,36712
"2012.07","외항사","출발",5057,758513,42183
"2012.08","아시아나항공","도착",6004,981418,35665
"2012.08","아시아나항공","출발",6008,961789,36008
"2012.08","에어부산","도착",1659,213397,1650
"2012.08","에어부산","출발",1658,211927,1671
"2012.08","제주항공","도착",1739,302987,2074
"2012.08","제주항공","출발",1740,300468,2162
"2012.08","진에어","도착",1004,174234,1118
"2012.08","진에어","출발",1007,174662,1225
"2012.08","대한항공","도착",9160,1513165,74425
"2012.08","대한항공","출발",9156,1484880,77264
"2012.08","티웨이항공","도착",983,172120,979
"2012.08","티웨이항공","출발",983,171051,969
"2012.08","이스타항공","도착",1334,184749,1102
"2012.08","이스타항공","출발",1334,184550,1177
"2012.08","외항사","도착",5160,812743,34885
"2012.08","외항사","출발",5164,777701,42068
"2012.09","아시아나항공","도착",5944,830011,36784
"2012.09","아시아나항공","출발",5942,835415,38306
"2012.09","에어부산","도착",1464,177504,1359
"2012.09","에어부산","출발",1466,177592,1392
"2012.09","제주항공","도착",1628,258102,1730
"2012.09","제주항공","출발",1629,261371,1881
"2012.09","진에어","도착",900,137196,872
"2012.09","진에어","출발",900,136741,953
"2012.09","대한항공","도착",8754,1252656,69633
"2012.09","대한항공","출발",8754,1268438,77099
"2012.09","티웨이항공","도착",995,153050,757
"2012.09","티웨이항공","출발",995,153298,778
"2012.09","이스타항공","도착",1262,154529,844
"2012.09","이스타항공","출발",1261,156267,921
"2012.09","외항사","도착",4859,638738,33874
"2012.09","외항사","출발",4860,652656,44708
"2012.10","아시아나항공","도착",6202,899881,38165
"2012.10","아시아나항공","출발",6212,904225,40168
"2012.10","에어부산","도착",1585,211339,1584
"2012.10","에어부산","출발",1585,211232,1635
"2012.10","제주항공","도착",1831,311969,2148
"2012.10","제주항공","출발",1831,311002,2287
"2012.10","진에어","도착",1062,177723,1132
"2012.10","진에어","출발",1063,177807,1223
"2012.10","대한항공","도착",9313,1453549,73307
"2012.10","대한항공","출발",9305,1438831,77440
"2012.10","티웨이항공","도착",1059,176328,927
"2012.10","티웨이항공","출발",1059,175352,948
"2012.10","이스타항공","도착",1337,181863,1068
"2012.10","이스타항공","출발",1339,181640,1136
"2012.10","외항사","도착",5108,701016,34086
"2012.10","외항사","출발",5112,697777,43648
"2012.11","아시아나항공","도착",5925,843224,37716
"2012.11","아시아나항공","출발",5923,849402,40072
"2012.11","에어부산","도착",1756,228457,1655
"2012.11","에어부산","출발",1754,228644,1700
"2012.11","제주항공","도착",1830,289217,2034
"2012.11","제주항공","출발",1830,292238,2210
"2012.11","진에어","도착",853,130580,876
"2012.11","진에어","출발",851,131690,939
"2012.11","대한항공","도착",8409,1246935,70417
"2012.11","대한항공","출발",8409,1244319,74207
"2012.11","티웨이항공","도착",1003,161001,868
"2012.11","티웨이항공","출발",1003,161539,881
"2012.11","이스타항공","도착",1307,172460,1011
"2012.11","이스타항공","출발",1305,172960,1072
"2012.11","외항사","도착",4876,628834,33233
"2012.11","외항사","출발",4871,641949,45930
"2012.12","아시아나항공","도착",6001,776493,37545
"2012.12","아시아나항공","출발",6002,776680,38694
"2012.12","에어부산","도착",1662,182111,1463
"2012.12","에어부산","출발",1663,181926,1507
"2012.12","제주항공","도착",1883,274052,2024
"2012.12","제주항공","출발",1882,275513,2102
"2012.12","진에어","도착",983,135517,954
"2012.12","진에어","출발",981,136157,1003
"2012.12","대한항공","도착",8484,1151860,69084
"2012.12","대한항공","출발",8470,1136290,68967
"2012.12","티웨이항공","도착",999,144705,807
"2012.12","티웨이항공","출발",1002,144996,814
"2012.12","이스타항공","도착",1303,156173,933
"2012.12","이스타항공","출발",1307,156901,1011
"2012.12","외항사","도착",5016,649600,33906
"2012.12","외항사","출발",5023,678107,43816
"2013.01","아시아나항공","도착",6011,836321,37960
"2013.01","아시아나항공","출발",6014,849872,39712
"2013.01","에어부산","도착",1869,215721,1718
"2013.01","에어부산","출발",1869,216756,1768
"2013.01","제주항공","도착",1779,282774,2012
"2013.01","제주항공","출발",1779,285665,2111
"2013.01","진에어","도착",930,140542,987
"2013.01","진에어","출발",934,140509,1032
"2013.01","대한항공","도착",8554,1179347,61947
"2013.01","대한항공","출발",8576,1213414,61842
"2013.01","티웨이항공","도착",926,146479,806
"2013.01","티웨이항공","출발",924,146814,806
"2013.01","이스타항공","도착",1361,174131,1016
"2013.01","이스타항공","출발",1360,175683,1078
"2013.01","외항사","도착",5272,723634,33460
"2013.01","외항사","출발",5271,755865,44611
"2013.02","아시아나항공","도착",5529,809411,35291
"2013.02","아시아나항공","출발",5531,804800,36486
"2013.02","에어부산","도착",1578,199861,1577
"2013.02","에어부산","출발",1578,199771,1608
"2013.02","제주항공","도착",1759,292404,2047
"2013.02","제주항공","출발",1759,289591,2095
"2013.02","진에어","도착",913,144966,993
"2013.02","진에어","출발",913,145339,1039
"2013.02","대한항공","도착",7815,1171842,59303
"2013.02","대한항공","출발",7814,1162090,59157
"2013.02","티웨이항공","도착",832,139398,798
"2013.02","티웨이항공","출발",832,139987,791
"2013.02","이스타항공","도착",1132,150971,928
"2013.02","이스타항공","출발",1131,150915,969
"2013.02","외항사","도착",4764,694377,31392
"2013.02","외항사","출발",4763,686096,38684
"2013.03","아시아나항공","도착",6220,862179,41890
"2013.03","아시아나항공","출발",6214,825868,43166
"2013.03","에어부산","도착",1820,216332,1634
"2013.03","에어부산","출발",1820,213934,1650
"2013.03","에어인천","도착",8,0,19
"2013.03","에어인천","출발",8,0,89
"2013.03","제주항공","도착",1815,293923,1980
"2013.03","제주항공","출발",1813,290267,2091
"2013.03","진에어","도착",1092,165340,998
"2013.03","진에어","출발",1091,162285,1012
"2013.03","대한항공","도착",8726,1231504,75048
"2013.03","대한항공","출발",8713,1183129,78519
"2013.03","티웨이항공","도착",854,137887,722
"2013.03","티웨이항공","출발",853,136264,703
"2013.03","이스타항공","도착",1077,145157,806
"2013.03","이스타항공","출발",1077,145416,857
"2013.03","외항사","도착",5084,744730,37537
"2013.03","외항사","출발",5067,676422,45917
"2013.04","아시아나항공","도착",5926,858087,37974
"2013.04","아시아나항공","출발",5922,852596,40335
"2013.04","에어부산","도착",1987,261530,1940
"2013.04","에어부산","출발",1987,261367,1984
"2013.04","에어인천","도착",22,0,115
"2013.04","에어인천","출발",22,0,168
"2013.04","제주항공","도착",1757,304362,2036
"2013.04","제주항공","출발",1760,304378,2148
"2013.04","진에어","도착",1227,199403,1144
"2013.04","진에어","출발",1225,199531,1206
"2013.04","대한항공","도착",8970,1341564,70067
"2013.04","대한항공","출발",8976,1337728,74273
"2013.04","티웨이항공","도착",968,169254,834
"2013.04","티웨이항공","출발",967,168888,841
"2013.04","이스타항공","도착",1381,203936,1101
"2013.04","이스타항공","출발",1380,204587,1202
"2013.04","외항사","도착",5001,660805,34725
"2013.04","외항사","출발",5004,664625,42281
"2013.05","아시아나항공","도착",6118,836940,37021
"2013.05","아시아나항공","출발",6121,845978,38176
"2013.05","에어부산","도착",2058,259698,1778
"2013.05","에어부산","출발",2058,260549,1793
"2013.05","에어인천","도착",19,0,74
"2013.05","에어인천","출발",19,0,171
"2013.05","제주항공","도착",1969,333956,2100
"2013.05","제주항공","출발",1968,333921,2173
"2013.05","진에어","도착",1256,195553,1029
"2013.05","진에어","출발",1255,195954,1073
"2013.05","대한항공","도착",9318,1353978,69021
"2013.05","대한항공","출발",9327,1349303,71611
"2013.05","티웨이항공","도착",1038,180025,830
"2013.05","티웨이항공","출발",1038,180468,843
"2013.05","이스타항공","도착",1480,211596,1099
"2013.05","이스타항공","출발",1477,212432,1209
"2013.05","외항사","도착",5228,673327,37399
"2013.05","외항사","출발",5228,678727,40874
"2013.06","아시아나항공","도착",6010,874493,38256
"2013.06","아시아나항공","출발",6010,861181,38182
"2013.06","에어부산","도착",1963,247374,1656
"2013.06","에어부산","출발",1964,246923,1687
"2013.06","에어인천","도착",27,0,123
"2013.06","에어인천","출발",27,0,280
"2013.06","제주항공","도착",1957,336918,2163
"2013.06","제주항공","출발",1956,337194,2258
"2013.06","진에어","도착",1245,202593,1173
"2013.06","진에어","출발",1246,203102,1246
"2013.06","대한항공","도착",8675,1264512,69184
"2013.06","대한항공","출발",8661,1246265,69213
"2013.06","티웨이항공","도착",1038,185949,898
"2013.06","티웨이항공","출발",1037,185668,909
"2013.06","이스타항공","도착",1374,193697,1029
"2013.06","이스타항공","출발",1374,194471,1137
"2013.06","외항사","도착",5088,721925,35159
"2013.06","외항사","출발",5073,727291,39291
"2013.07","아시아나항공","도착",6155,910596,38902
"2013.07","아시아나항공","출발",6154,929664,38858
"2013.07","에어부산","도착",2161,265481,1804
"2013.07","에어부산","출발",2161,267384,1857
"2013.07","에어인천","도착",20,0,78
"2013.07","에어인천","출발",20,0,210
"2013.07","제주항공","도착",1947,333534,2278
"2013.07","제주항공","출발",1948,335699,2429
"2013.07","진에어","도착",1229,209357,1280
"2013.07","진에어","출발",1229,210376,1376
"2013.07","대한항공","도착",9218,1326093,69686
"2013.07","대한항공","출발",9242,1359948,71409
"2013.07","티웨이항공","도착",950,172481,925
"2013.07","티웨이항공","출발",949,172792,964
"2013.07","이스타항공","도착",1523,222184,1272
"2013.07","이스타항공","출발",1521,222521,1417
"2013.07","외항사","도착",5595,796544,34800
"2013.07","외항사","출발",5612,850239,40445
"2013.08","아시아나항공","도착",6392,1030798,39894
"2013.08","아시아나항공","출발",6394,1011129,41054
"2013.08","에어부산","도착",2099,279514,1951
"2013.08","에어부산","출발",2100,276473,1970
"2013.08","에어인천","도착",18,0,81
"2013.08","에어인천","출발",19,0,198
"2013.08","제주항공","도착",2090,372237,2596
"2013.08","제주항공","출발",2091,367082,2675
"2013.08","진에어","도착",1376,239216,1495
"2013.08","진에어","출발",1374,236582,1544
"2013.08","대한항공","도착",9545,1532450,70960
"2013.08","대한항공","출발",9528,1499843,73069
"2013.08","티웨이항공","도착",958,174878,1012
"2013.08","티웨이항공","출발",959,174525,1042
"2013.08","이스타항공","도착",1550,231952,1402
"2013.08","이스타항공","출발",1551,230735,1527
"2013.08","외항사","도착",5791,944797,35511
"2013.08","외항사","출발",5782,901184,40298
"2013.09","아시아나항공","도착",6180,916978,38991
"2013.09","아시아나항공","출발",6177,911813,41411
"2013.09","에어부산","도착",2023,248007,1752
"2013.09","에어부산","출발",2022,247558,1808
"2013.09","에어인천","도착",22,0,90
"2013.09","에어인천","출발",21,0,214
"2013.09","제주항공","도착",1918,314246,2191
"2013.09","제주항공","출발",1917,313135,2323
"2013.09","진에어","도착",1356,216809,1304
"2013.09","진에어","출발",1355,216289,1349
"2013.09","대한항공","도착",8705,1288192,68400
"2013.09","대한항공","출발",8702,1285419,72214
"2013.09","티웨이항공","도착",983,172894,928
"2013.09","티웨이항공","출발",983,173037,964
"2013.09","이스타항공","도착",1494,210309,1214
"2013.09","이스타항공","출발",1488,209390,1339
"2013.09","외항사","도착",5330,769679,34215
"2013.09","외항사","출발",5322,762952,39555
"2013.10","아시아나항공","도착",6538,948879,41363
"2013.10","아시아나항공","출발",6547,955661,44126
"2013.10","에어부산","도착",2016,258453,1933
"2013.10","에어부산","출발",2016,258763,1980
"2013.10","에어인천","도착",31,0,123
"2013.10","에어인천","출발",32,0,277
"2013.10","제주항공","도착",2089,335896,2375
"2013.10","제주항공","출발",2091,336927,2545
"2013.10","진에어","도착",1467,231972,1329
"2013.10","진에어","출발",1470,234520,1391
"2013.10","대한항공","도착",8979,1357969,71567
"2013.10","대한항공","출발",8997,1355597,77094
"2013.10","티웨이항공","도착",1114,186094,913
"2013.10","티웨이항공","출발",1114,186134,937
"2013.10","이스타항공","도착",1477,199175,1090
"2013.10","이스타항공","출발",1481,200781,1188
"2013.10","외항사","도착",5353,772512,36974
"2013.10","외항사","출발",5372,779197,45474
"2013.11","아시아나항공","도착",6234,876153,40099
"2013.11","아시아나항공","출발",6229,882847,42303
"2013.11","에어부산","도착",1925,247754,1965
"2013.11","에어부산","출발",1926,248102,2016
"2013.11","에어인천","도착",22,0,103
"2013.11","에어인천","출발",22,0,200
"2013.11","제주항공","도착",1838,295129,2176
"2013.11","제주항공","출발",1837,296195,2342
"2013.11","진에어","도착",1223,191868,1706
"2013.11","진에어","출발",1224,194368,1734
"2013.11","대한항공","도착",8321,1231141,72468
"2013.11","대한항공","출발",8320,1230197,77375
"2013.11","티웨이항공","도착",1253,206951,1048
"2013.11","티웨이항공","출발",1253,207004,1064
"2013.11","이스타항공","도착",1392,189111,1056
"2013.11","이스타항공","출발",1391,188845,1152
"2013.11","외항사","도착",5034,687128,36454
"2013.11","외항사","출발",5031,693562,45182
"2013.12","아시아나항공","도착",6277,836001,40503
"2013.12","아시아나항공","출발",6272,830577,41923
"2013.12","에어부산","도착",1956,229482,1913
"2013.12","에어부산","출발",1955,229202,1965
"2013.12","에어인천","도착",19,0,124
"2013.12","에어인천","출발",18,0,172
"2013.12","제주항공","도착",1860,290827,2239
"2013.12","제주항공","출발",1861,290960,2367
"2013.12","진에어","도착",1195,189489,1778
"2013.12","진에어","출발",1193,189451,1791
"2013.12","대한항공","도착",8412,1175894,70511
"2013.12","대한항공","출발",8398,1159673,73565
"2013.12","티웨이항공","도착",1113,180563,1001
"2013.12","티웨이항공","출발",1113,182360,1044
"2013.12","이스타항공","도착",1400,184551,1133
"2013.12","이스타항공","출발",1403,186781,1244
"2013.12","외항사","도착",5260,707391,35963
"2013.12","외항사","출발",5270,746450,43589
"2014.01","아시아나항공","도착",6328,920788,39950
"2014.01","아시아나항공","출발",6330,928624,41662
"2014.01","에어부산","도착",2015,258512,2211
"2014.01","에어부산","출발",2016,259213,2242
"2014.01","에어인천","도착",5,0,2
"2014.01","에어인천","출발",5,0,58
"2014.01","제주항공","도착",2025,344912,2536
"2014.01","제주항공","출발",2027,346868,2652
"2014.01","진에어","도착",1061,179732,1679
"2014.01","진에어","출발",1060,180333,1700
"2014.01","대한항공","도착",8553,1257600,67513
"2014.01","대한항공","출발",8564,1284399,71956
"2014.01","티웨이항공","도착",833,145992,876
"2014.01","티웨이항공","출발",833,147211,889
"2014.01","이스타항공","도착",1359,195714,1253
"2014.01","이스타항공","출발",1362,198265,1347
"2014.01","외항사","도착",5490,788340,35432
"2014.01","외항사","출발",5483,821560,43592
"2014.02","아시아나항공","도착",5808,898334,36251
"2014.02","아시아나항공","출발",5809,890361,37147
"2014.02","에어부산","도착",1947,272206,2177
"2014.02","에어부산","출발",1947,271693,2186
"2014.02","에어인천","도착",5,0,7
"2014.02","에어인천","출발",5,0,49
"2014.02","제주항공","도착",1810,320236,2336
"2014.02","제주항공","출발",1811,317118,2386
"2014.02","진에어","도착",991,174429,1647
"2014.02","진에어","출발",991,172947,1628
"2014.02","대한항공","도착",7607,1188634,63924
"2014.02","대한항공","출발",7607,1164621,65818
"2014.02","티웨이항공","도착",826,148330,866
"2014.02","티웨이항공","출발",826,147568,845
"2014.02","이스타항공","도착",1237,182564,1159
"2014.02","이스타항공","출발",1235,181737,1228
"2014.02","외항사","도착",4928,767698,32606
"2014.02","외항사","출발",4927,743725,38626
"2014.03","아시아나항공","도착",6520,933484,42772
"2014.03","아시아나항공","출발",6520,914769,44240
"2014.03","에어부산","도착",2015,260163,2024
"2014.03","에어부산","출발",2017,257512,2054
"2014.03","에어인천","도착",7,0,15
"2014.03","에어인천","출발",7,0,87
"2014.03","제주항공","도착",1987,324746,2317
"2014.03","제주항공","출발",1985,320586,2452
"2014.03","진에어","도착",1279,213615,1953
"2014.03","진에어","출발",1277,209967,1948
"2014.03","대한항공","도착",8400,1202906,76043
"2014.03","대한항공","출발",8384,1175154,80337
"2014.03","티웨이항공","도착",1075,175252,872
"2014.03","티웨이항공","출발",1074,173678,879
"2014.03","이스타항공","도착",1306,186863,1050
"2014.03","이스타항공","출발",1301,185160,1170
"2014.03","외항사","도착",5563,790183,39137
"2014.03","외항사","출발",5555,738570,47322
"2014.04","아시아나항공","도착",6262,961222,38985
"2014.04","아시아나항공","출발",6263,952424,40313
"2014.04","에어부산","도착",2228,310105,2310
"2014.04","에어부산","출발",2230,310885,2403
"2014.04","에어인천","도착",13,0,11
"2014.04","에어인천","출발",13,0,111
"2014.04","제주항공","도착",2101,364108,2527
"2014.04","제주항공","출발",2101,364708,2704
"2014.04","진에어","도착",1618,280420,1921
"2014.04","진에어","출발",1619,280126,2047
"2014.04","대한항공","도착",8669,1335896,69371
"2014.04","대한항공","출발",8690,1336992,75126
"2014.04","티웨이항공","도착",1261,220421,1148
"2014.04","티웨이항공","출발",1262,220417,1192
"2014.04","이스타항공","도착",1382,202001,1217
"2014.04","이스타항공","출발",1380,202732,1376
"2014.04","외항사","도착",5617,800431,38156
"2014.04","외항사","출발",5613,801734,47533
"2014.05","아시아나항공","도착",6513,891913,37678
"2014.05","아시아나항공","출발",6512,878836,37398
"2014.05","에어부산","도착",2393,300439,2175
"2014.05","에어부산","출발",2391,299889,2240
"2014.05","에어인천","도착",41,0,69
"2014.05","에어인천","출발",41,0,336
"2014.05","제주항공","도착",2187,353274,2461
"2014.05","제주항공","출발",2188,354176,2580
"2014.05","진에어","도착",1617,236402,1677
"2014.05","진에어","출발",1614,235233,1782
"2014.05","대한항공","도착",8978,1284053,69269
"2014.05","대한항공","출발",8978,1259677,71898
"2014.05","티웨이항공","도착",1280,200601,1091
"2014.05","티웨이항공","출발",1281,200222,1141
"2014.05","이스타항공","도착",1426,194225,1175
"2014.05","이스타항공","출발",1430,194554,1345
"2014.05","외항사","도착",5991,864005,39035
"2014.05","외항사","출발",5986,838151,46185
"2014.06","아시아나항공","도착",6268,965856,37020
"2014.06","아시아나항공","출발",6263,954327,35912
"2014.06","에어부산","도착",2219,298278,2122
"2014.06","에어부산","출발",2217,298575,2187
"2014.06","에어인천","도착",49,0,112
"2014.06","에어인천","출발",49,0,355
"2014.06","제주항공","도착",2070,352703,2433
"2014.06","제주항공","출발",2070,354762,2594
"2014.06","진에어","도착",1538,268362,1897
"2014.06","진에어","출발",1538,268784,2013
"2014.06","대한항공","도착",8505,1282317,71027
"2014.06","대한항공","출발",8490,1269737,70798
"2014.06","티웨이항공","도착",1225,214164,1175
"2014.06","티웨이항공","출발",1224,213642,1213
"2014.06","이스타항공","도착",1239,177049,1043
"2014.06","이스타항공","출발",1236,177582,1204
"2014.06","외항사","도착",5891,869480,39621
"2014.06","외항사","출발",5887,874544,45156
"2014.07","아시아나항공","도착",6404,1019014,38292
"2014.07","아시아나항공","출발",6413,1025263,36591
"2014.07","에어부산","도착",2226,299878,2265
"2014.07","에어부산","출발",2229,301660,2322
"2014.07","에어인천","도착",58,0,121
"2014.07","에어인천","출발",59,0,499
"2014.07","제주항공","도착",2363,405466,2786
"2014.07","제주항공","출발",2363,407871,3004
"2014.07","진에어","도착",1640,286783,2162
"2014.07","진에어","출발",1642,287146,2279
"2014.07","대한항공","도착",8820,1352524,75212
"2014.07","대한항공","출발",8835,1374828,75520
"2014.07","티웨이항공","도착",1338,233031,1329
"2014.07","티웨이항공","출발",1339,233838,1400
"2014.07","이스타항공","도착",1214,176982,1132
"2014.07","이스타항공","출발",1214,177649,1277
"2014.07","외항사","도착",6582,965262,41913
"2014.07","외항사","출발",6592,1004514,47457
"2014.08","아시아나항공","도착",6536,1112608,39699
"2014.08","아시아나항공","출발",6539,1094608,40411
"2014.08","에어부산","도착",2270,321006,2611
"2014.08","에어부산","출발",2273,317654,2632
"2014.08","에어인천","도착",52,0,94
"2014.08","에어인천","출발",51,0,458
"2014.08","제주항공","도착",2429,433234,3046
"2014.08","제주항공","출발",2429,430090,3201
"2014.08","진에어","도착",1701,299702,2257
"2014.08","진에어","출발",1701,297624,2359
"2014.08","대한항공","도착",9003,1515359,75490
"2014.08","대한항공","출발",8997,1483475,76723
"2014.08","티웨이항공","도착",1371,240757,1458
"2014.08","티웨이항공","출발",1370,239112,1511
"2014.08","이스타항공","도착",1443,216205,1371
"2014.08","이스타항공","출발",1440,215409,1592
"2014.08","외항사","도착",6987,1149027,41226
"2014.08","외항사","출발",6976,1107838,47941
"2014.09","아시아나항공","도착",6318,954535,38221
"2014.09","아시아나항공","출발",6309,953683,39765
"2014.09","에어부산","도착",2225,300773,2560
"2014.09","에어부산","출발",2225,300780,2609
"2014.09","에어인천","도착",51,0,136
"2014.09","에어인천","출발",51,0,517
"2014.09","제주항공","도착",2396,400909,2673
"2014.09","제주항공","출발",2392,400422,2900
"2014.09","진에어","도착",1643,280207,2260
"2014.09","진에어","출발",1640,279770,2398
"2014.09","대한항공","도착",8489,1238770,69823
"2014.09","대한항공","출발",8488,1239334,73245
"2014.09","티웨이항공","도착",1484,241365,1279
"2014.09","티웨이항공","출발",1484,241821,1313
"2014.09","이스타항공","도착",1442,202479,1214
"2014.09","이스타항공","출발",1439,203588,1408
"2014.09","외항사","도착",6528,932557,38649
"2014.09","외항사","출발",6536,910693,47660
"2014.10","아시아나항공","도착",6528,1072343,41491
"2014.10","아시아나항공","출발",6535,1077284,42739
"2014.10","에어부산","도착",2172,328379,2556
"2014.10","에어부산","출발",2170,328504,2587
"2014.10","에어인천","도착",50,0,208
"2014.10","에어인천","출발",50,0,483
"2014.10","제주항공","도착",2503,442419,3014
"2014.10","제주항공","출발",2504,443011,3220
"2014.10","진에어","도착",1517,268938,2210
"2014.10","진에어","출발",1518,270212,2307
"2014.10","대한항공","도착",8727,1368088,73403
"2014.10","대한항공","출발",8734,1369747,77490
"2014.10","티웨이항공","도착",1565,278661,1579
"2014.10","티웨이항공","출발",1566,278816,1641
"2014.10","이스타항공","도착",1505,220911,1384
