"지역별(1)","시점","도착출발별(1)",운항 (편),여객 (명),화물 (톤)
"유럽","2012.02","출발",809,98651,21732
"유럽","2012.03","도착",889,114721,23232
"유럽","2012.03","출발",888,110680,25925
"유럽","2012.04","도착",910,116943,21347
"유럽","2012.04","출발",908,129321,23845
"유럽","2012.05","도착",967,136609,21541
"유럽","2012.05","출발",971,142546,23377
"유럽","2012.06","도착",991,150342,22798
"유럽","2012.06","출발",985,148900,23222
"유럽","2012.07","도착",999,164266,23271
"유럽","2012.07","출발",1001,164032,21090
"유럽","2012.08","도착",979,164899,21126
"유럽","2012.08","출발",977,160179,21741
"유럽","2012.09","도착",954,147523,20558
"유럽","2012.09","출발",959,149754,24281
"유럽","2012.10","도착",976,150947,22437
"유럽","2012.10","출발",966,134408,24110
"유럽","2012.11","도착",951,115827,22536
"유럽","2012.11","출발",958,112557,26195
"유럽","2012.12","도착",969,128514,21467
"유럽","2012.12","출발",962,108625,21386
"유럽","2013.01","도착",949,125887,18036
"유럽","2013.01","출발",950,141514,21015
"유럽","2013.02","도착",848,112288,18214
"유럽","2013.02","출발",850,106137,19162
"유럽","2013.03","도착",997,131300,23060
"유럽","2013.03","출발",999,124714,24013
"유럽","2013.04","도착",959,123593,21081
"유럽","2013.04","출발",963,136655,23214
"유럽","2013.05","도착",1000,136751,21167
"유럽","2013.05","출발",1002,146502,20669
"유럽","2013.06","도착",1013,158709,21520
"유럽","2013.06","출발",1015,157172,21467
"유럽","2013.07","도착",1040,169682,21525
"유럽","2013.07","출발",1041,171659,21593
"유럽","2013.08","도착",1032,174471,20715
"유럽","2013.08","출발",1034,168034,21095
"유럽","2013.09","도착",1009,154027,20696
"유럽","2013.09","출발",1006,158081,22534
"유럽","2013.10","도착",1013,166256,21703
"유럽","2013.10","출발",1026,146806,24399
"유럽","2013.11","도착",929,127509,23102
"유럽","2013.11","출발",938,123939,25941
"유럽","2013.12","도착",943,130640,22337
"유럽","2013.12","출발",942,118633,21404
"유럽","2014.01","도착",944,135254,18030
"유럽","2014.01","출발",950,149191,22722
"유럽","2014.02","도착",843,128119,20104
"유럽","2014.02","출발",846,120599,19477
"유럽","2014.03","도착",993,140291,23877
"유럽","2014.03","출발",990,142807,25698
"유럽","2014.04","도착",989,148147,19862
"유럽","2014.04","출발",997,157358,24207
"유럽","2014.05","도착",1054,164296,21303
"유럽","2014.05","출발",1059,172068,24219
"유럽","2014.06","도착",1070,178776,21077
"유럽","2014.06","출발",1066,182405,23669
"유럽","2014.07","도착",1111,194752,21860
"유럽","2014.07","출발",1118,194562,23140
"유럽","2014.08","도착",1114,211605,21501
"유럽","2014.08","출발",1120,200398,23171
"유럽","2014.09","도착",1056,176123,20229
"유럽","2014.09","출발",1057,185706,22597
"유럽","2014.10","도착",1083,195729,22897
"유럽","2014.10","출발",1088,174903,25744
"유럽","2014.11","도착",986,141508,23165
"유럽","2014.11","출발",989,137923,25945
"유럽","2014.12","도착",979,138890,21924
"유럽","2014.12","출발",971,134210,20154
"유럽","2015.01","도착",989,154455,18665
"유럽","2015.01","출발",999,172968,19962
"유럽","2015.02","도착",867,145802,19556
"유럽","2015.02","출발",865,129044,18917
"유럽","2015.03","도착",1010,155489,23522
"유럽","2015.03","출발",1019,155389,21348
"유럽","2015.04","도착",1028,162392,21535
"유럽","2015.04","출발",1025,177350,21988
"유럽","2015.05","도착",1102,194394,22297
"유럽","2015.05","출발",1107,195568,22884
"유럽","2015.06","도착",1139,191253,23016
"유럽","2015.06","출발",1138,199205,22293
"유럽","2015.07","도착",1192,219697,24042
"유럽","2015.07","출발",1192,224143,22678
"유럽","2015.08","도착",1198,243253,22769
"유럽","2015.08","출발",1188,219132,21983
"유럽","2015.09","도착",1124,193796,20957
"유럽","2015.09","출발",1127,204193,23168
"유럽","2015.10","도착",1141,220261,24877
"유럽","2015.10","출발",1142,195852,24215
"유럽","2015.11","도착",1074,157520,25617
"유럽","2015.11","출발",1069,148656,25724
"유럽","2015.12","도착",1031,146110,23061
"유럽","2015.12","출발",1031,136877,22086
"유럽","2016.01","도착",1052,161003,20463
"유럽","2016.01","출발",1052,175002,21825
"유럽","2016.02","도착",957,162512,20595
"유럽","2016.02","출발",950,145322,18962
"유럽","2016.03","도착",1051,157183,23218
"유럽","2016.03","출발",1052,149391,22903
"유럽","2016.04","도착",1066,172193,22923
"유럽","2016.04","출발",1070,185210,24398
"유럽","2016.05","도착",1134,193104,22031
"유럽","2016.05","출발",1133,200479,24349
"유럽","2016.06","도착",1145,216588,22578
"유럽","2016.06","출발",1142,218613,24687
"유럽","2016.07","도착",1246,245217,24823
"유럽","2016.07","출발",1243,243356,24584
"유럽","2016.08","도착",1211,247592,23285
"유럽","2016.08","출발",1195,229268,22364
"유럽","2016.09","도착",1170,208268,24591
"유럽","2016.09","출발",1175,221229,24798
"유럽","2016.10","도착",1234,228442,29123
"유럽","2016.10","출발",1212,196628,27169
"유럽","2016.11","도착",1070,161238,27317
"유럽","2016.11","출발",1068,163098,25127
"유럽","2016.12","도착",1071,166698,26808
"유럽","2016.12","출발",1067,161640,23349
"유럽","2017.01","도착",1069,177371,23169
"유럽","2017.01","출발",1060,192428,22515
"유럽","2017.02","도착",996,180287,24373
"유럽","2017.02","출발",996,165594,20942
"유럽","2017.03","도착",1139,192711,29346
"유럽","2017.03","출발",1138,187792,25875
"유럽","2017.04","도착",1178,207458,27310
"유럽","2017.04","출발",1175,224165,25462
"유럽","2017.05","도착",1244,230246,26387
"유럽","2017.05","출발",1240,230408,23259
"유럽","2017.06","도착",1307,246440,26002
"유럽","2017.06","출발",1312,249648,24967
"유럽","2017.07","도착",1399,278346,28109
"유럽","2017.07","출발",1388,276262,24748
"유럽","2017.08","도착",1375,278338,26621
"유럽","2017.08","출발",1378,267560,24478
"유럽","2017.09","도착",1364,248906,28714
"유럽","2017.09","출발",1357,269601,27742
"유럽","2017.10","도착",1383,268883,28086
"유럽","2017.10","출발",1369,219874,26770
"유럽","2017.11","도착",1159,191586,28805
"유럽","2017.11","출발",1149,188572,26998
"유럽","2017.12","도착",1178,192748,28112
"유럽","2017.12","출발",1174,185637,25096
"유럽","2018.01","도착",1170,198849,24803
"유럽","2018.01","출발",1161,216822,23396
"유럽","2018.02","도착",1102,203339,25434
"유럽","2018.02","출발",1096,184676,23017
"유럽","2018.03","도착",1243,219286,29497
"유럽","2018.03","출발",1237,204205,26165
"유럽","2018.04","도착",1285,223998,27153
"유럽","2018.04","출발",1277,242380,25792
"유럽","2018.05","도착",1393,252931,26460
"유럽","2018.05","출발",1392,263376,25670
"유럽","2018.06","도착",1441,280689,27970
"유럽","2018.06","출발",1438,281961,25602
"유럽","2018.07","도착",1563,308084,28453
"유럽","2018.07","출발",1563,315462,26260
"유럽","2018.08","도착",1618,329620,27917
"유럽","2018.08","출발",1614,316584,24700
"유럽","2018.09","도착",1577,287286,28016
"유럽","2018.09","출발",1567,299863,28644
"유럽","2018.10","도착",1531,301482,29517
"유럽","2018.10","출발",1510,262240,28453
"유럽","2018.11","도착",1369,213781,28790
"유럽","2018.11","출발",1368,214179,28494
"유럽","2018.12","도착",1394,211808,28713
"유럽","2018.12","출발",1377,208070,24885
"유럽","2019.01","도착",1351,222427,23840
"유럽","2019.01","출발",1356,252869,22872
"유럽","2019.02","도착",1242,227431,24142
"유럽","2019.02","출발",1234,203088,19386
"유럽","2019.03","도착",1418,231644,29242
"유럽","2019.03","출발",1422,225031,24961
"유럽","2019.04","도착",1468,247785,25846
"유럽","2019.04","출발",1463,263681,23321
"유럽","2019.05","도착",1558,285482,28012
"유럽","2019.05","출발",1553,297853,23802
"유럽","2019.06","도착",1649,313494,27717
"유럽","2019.06","출발",1635,315669,23868
"유럽","2019.07","도착",1722,336414,28516
"유럽","2019.07","출발",1707,342355,24057
"유럽","2019.08","도착",1744,364297,27703
"유럽","2019.08","출발",1743,346646,23656
"유럽","2019.09","도착",1641,302307,28009
"유럽","2019.09","출발",1624,314049,24616
"유럽","2019.10","도착",1596,321056,29856
"유럽","2019.10","출발",1585,285026,28427
"유럽","2019.11","도착",1384,227181,29230
"유럽","2019.11","출발",1390,233525,28272
"유럽","2019.12","도착",1343,225692,28368
"유럽","2019.12","출발",1337,221739,23840
"유럽","2020.01","도착",1328,236066,22958
"유럽","2020.01","출발",1330,259938,23572
"유럽","2020.02","도착",1269,209494,26815
"유럽","2020.02","출발",1269,180622,20087
"유럽","2020.03","도착",672,42594,25009
"유럽","2020.03","출발",658,26557,20384
"유럽","2020.04","도착",469,10660,22385
"유럽","2020.04","출발",432,3328,18247
"유럽","2020.05","도착",482,7156,21530
"유럽","2020.05","출발",456,5065,19175
"유럽","2020.06","도착",472,11088,20939
"유럽","2020.06","출발",428,9852,16491
"유럽","2020.07","도착",500,14778,21855
"유럽","2020.07","출발",473,16656,17849
"유럽","2020.08","도착",509,16644,20184
"유럽","2020.08","출발",483,20720,18675
"유럽","2020.09","도착",530,12453,21384
"유럽","2020.09","출발",493,16317,19982
"유럽","2020.10","도착",563,11789,23702
"유럽","2020.10","출발",549,13574,22035
"유럽","2020.11","도착",676,11597,24790
"유럽","2020.11","출발",657,11157,23567
"유럽","2020.12","도착",704,13103,25171
"유럽","2020.12","출발",675,14300,21834
"유럽","2021.01","도착",639,11773,21678
"유럽","2021.01","출발",628,13487,21703
"유럽","2021.02","도착",596,12741,22778
"유럽","2021.02","출발",584,10333,19933
"유럽","2021.03","도착",682,10782,27644
"유럽","2021.03","출발",676,12033,22939
"유럽","2021.04","도착",580,11284,25643
"유럽","2021.04","출발",598,11662,20753
"유럽","2021.05","도착",587,12436,26475
"유럽","2021.05","출발",596,12888,21113
"유럽","2021.06","도착",545,17990,24384
"유럽","2021.06","출발",580,18720,20276
"유럽","2021.07","도착",573,26885,26278
"유럽","2021.07","출발",589,23764,20725
"유럽","2021.08","도착",544,27304,24546
"유럽","2021.08","출발",547,29076,19486
"유럽","2021.09","도착",582,24734,25401
"유럽","2021.09","출발",606,30314,22110
"유럽","2021.10","도착",645,28407,27185
"유럽","2021.10","출발",641,30604,24082
"유럽","2021.11","도착",670,31625,27018
"유럽","2021.11","출발",637,33296,23221
"유럽","2021.12","도착",679,30440,26522
"유럽","2021.12","출발",656,30057,22782
"유럽","2022.01","도착",652,24199,23693
"유럽","2022.01","출발",595,28361,22224
"유럽","2022.02","도착",567,26883,23547
"유럽","2022.02","출발",533,20134,18825
"유럽","2022.03","도착",594,24228,24965
"유럽","2022.03","출발",559,24288,20764
"유럽","2022.04","도착",583,41029,24251
"유럽","2022.04","출발",565,40417,21155
"유럽","2022.05","도착",635,63781,25682
"유럽","2022.05","출발",628,61867,20669
"유럽","2022.06","도착",719,86969,24512
"유럽","2022.06","출발",725,83958,20492
"유럽","2022.07","도착",841,118524,25091
"유럽","2022.07","출발",852,107332,19984
"유럽","2022.08","도착",886,129239,25066
"유럽","2022.08","출발",884,119304,19395
"유럽","2022.09","도착",906,123344,24564
"유럽","2022.09","출발",916,133204,20898
"유럽","2022.10","도착",985,148224,28196
"유럽","2022.10","출발",980,130473,23450
"유럽","2022.11","도착",931,121955,27977
"유럽","2022.11","출발",919,117112,22567
"유럽","2022.12","도착",922,135718,27138
"유럽","2022.12","출발",906,120741,21554
"유럽","2023.01","도착",893,129109,23818
"유럽","2023.01","출발",875,140375,20479
"유럽","2023.02","도착",818,135499,24775
"유럽","2023.02","출발",808,114927,19136
"유럽","2023.03","도착",887,145891,26680
"유럽","2023.03","출발",870,130326,23712
"유럽","2023.04","도착",969,160630,25744
"유럽","2023.04","출발",946,173252,24071
"유럽","2023.05","도착",1004,182115,24902
"유럽","2023.05","출발",984,191525,23233
"유럽","2023.06","도착",1042,201299,24882
"유럽","2023.06","출발",1017,200958,23847
"유럽","2023.07","도착",1113,230375,26734
"유럽","2023.07","출발",1083,209417,24831
"유럽","2023.08","도착",1087,219280,25325
"유럽","2023.08","출발",1056,221683,23921
"중동","2005.01","도착",55,6860,422
"중동","2005.01","출발",52,7296,720
"중동","2005.02","도착",48,6496,337
"중동","2005.02","출발",47,5265,685
"중동","2005.03","도착",53,5351,387
"중동","2005.03","출발",53,5064,691
"중동","2005.04","도착",60,5871,712
"중동","2005.04","출발",61,6311,787
"중동","2005.05","도착",100,11060,850
"중동","2005.05","출발",99,11702,1208
"중동","2005.06","도착",98,12771,1065
"중동","2005.06","출발",90,13693,1245
"중동","2005.07","도착",105,15158,905
"중동","2005.07","출발",95,14785,1254
"중동","2005.08","도착",107,16675,880
"중동","2005.08","출발",105,14033,1217
"중동","2005.09","도착",101,11878,957
"중동","2005.09","출발",99,13537,1362
"중동","2005.10","도착",108,14571,888
"중동","2005.10","출발",101,14042,1383
"중동","2005.11","도착",99,11250,864
"중동","2005.11","출발",96,10908,1284
"중동","2005.12","도착",98,10901,868
"중동","2005.12","출발",94,11260,1320
"중동","2006.01","도착",102,14595,862
"중동","2006.01","출발",103,15317,1257
"중동","2006.02","도착",91,14709,776
"중동","2006.02","출발",91,13336,1220
"중동","2006.03","도착",103,13690,1189
"중동","2006.03","출발",103,14206,1452
"중동","2006.04","도착",102,14989,991
"중동","2006.04","출발",102,15380,1329
"중동","2006.05","도착",107,17032,1064
"중동","2006.05","출발",107,15691,1321
"중동","2006.06","도착",102,14440,899
"중동","2006.06","출발",101,14350,1272
"중동","2006.07","도착",109,16562,981
"중동","2006.07","출발",107,17191,1266
"중동","2006.08","도착",108,18109,937
"중동","2006.08","출발",106,15594,1143
"중동","2006.09","도착",103,15279,1062
"중동","2006.09","출발",104,17851,1326
"중동","2006.10","도착",111,16845,1017
"중동","2006.10","출발",108,16132,1282
"중동","2006.11","도착",100,16589,1235
"중동","2006.11","출발",98,17195,1251
"중동","2006.12","도착",105,15907,1021
"중동","2006.12","출발",101,15989,1368
"중동","2007.01","도착",108,18113,1188
"중동","2007.01","출발",102,20138,1260
"중동","2007.02","도착",96,16699,1029
"중동","2007.02","출발",92,15298,1217
"중동","2007.03","도착",90,12367,1371
"중동","2007.03","출발",82,12546,1200
"중동","2007.04","도착",94,11665,1188
"중동","2007.04","출발",95,12202,1219
"중동","2007.05","도착",93,12312,1338
"중동","2007.05","출발",92,12003,1249
"중동","2007.06","도착",90,12317,1433
"중동","2007.06","출발",88,11518,1265
"중동","2007.07","도착",94,12673,1410
"중동","2007.07","출발",94,13382,1250
"중동","2007.08","도착",92,13408,1212
"중동","2007.08","출발",92,12120,1248
"중동","2007.09","도착",87,13102,1241
"중동","2007.09","출발",88,13132,1313
"중동","2007.10","도착",97,13447,1095
"중동","2007.10","출발",95,13592,1381
"중동","2007.11","도착",105,13479,1265
"중동","2007.11","출발",103,13451,1319
"중동","2007.12","도착",100,12666,969
"중동","2007.12","출발",101,12437,1306
"중동","2008.01","도착",105,15168,990
"중동","2008.01","출발",100,15911,1138
"중동","2008.02","도착",97,15655,922
"중동","2008.02","출발",98,14146,1248
"중동","2008.03","도착",106,13755,1152
"중동","2008.03","출발",105,13056,1359
"중동","2008.04","도착",107,14262,1244
"중동","2008.04","출발",106,14518,1433
"중동","2008.05","도착",103,16157,915
"중동","2008.05","출발",100,13815,1242
"중동","2008.06","도착",97,14934,953
"중동","2008.06","출발",100,13730,1219
"중동","2008.07","도착",103,16585,1096
"중동","2008.07","출발",100,15967,1360
"중동","2008.08","도착",101,16839,917
"중동","2008.08","출발",101,15300,1338
"중동","2008.09","도착",97,12666,713
"중동","2008.09","출발",99,13045,1505
"중동","2008.10","도착",112,17475,800
"중동","2008.10","출발",111,16966,1511
"중동","2008.11","도착",105,15752,672
"중동","2008.11","출발",105,15128,1402
"중동","2008.12","도착",106,13074,725
"중동","2008.12","출발",107,12516,1295
"중동","2009.01","도착",107,12879,601
"중동","2009.01","출발",108,12933,999
"중동","2009.02","도착",98,13188,600
"중동","2009.02","출발",96,11034,1001
"중동","2009.03","도착",101,14120,624
"중동","2009.03","출발",101,13975,1415
"중동","2009.04","도착",103,13473,618
"중동","2009.04","출발",104,15178,1448
"중동","2009.05","도착",111,15918,703
"중동","2009.05","출발",107,14996,1557
"중동","2009.06","도착",109,15747,819
"중동","2009.06","출발",112,15654,1605
"중동","2009.07","도착",109,17113,731
"중동","2009.07","출발",106,16815,1352
"중동","2009.08","도착",111,19150,737
"중동","2009.08","출발",107,17563,1451
"중동","2009.09","도착",109,16106,748
"중동","2009.09","출발",103,16646,1556
"중동","2009.10","도착",114,17992,855
"중동","2009.10","출발",109,18261,1819
"중동","2009.11","도착",114,17427,837
"중동","2009.11","출발",108,18108,1908
"중동","2009.12","도착",114,16981,1048
"중동","2009.12","출발",109,17062,1837
"중동","2010.01","도착",114,20355,917
"중동","2010.01","출발",109,21468,1717
"중동","2010.02","도착",102,19708,866
"중동","2010.02","출발",99,17496,1762
"중동","2010.03","도착",111,21719,1129
"중동","2010.03","출발",108,20532,1854
"중동","2010.04","도착",117,24615,1061
"중동","2010.04","출발",113,25445,2386
"중동","2010.05","도착",119,26584,1222
"중동","2010.05","출발",115,27016,2228
"중동","2010.06","도착",118,25628,1164
"중동","2010.06","출발",116,25730,2210
"중동","2010.07","도착",116,29610,1208
"중동","2010.07","출발",118,30663,1900
"중동","2010.08","도착",116,30696,1062
"중동","2010.08","출발",115,27552,1842
"중동","2010.09","도착",115,24830,1070
"중동","2010.09","출발",114,27583,1815
"중동","2010.10","도착",123,29627,1343
"중동","2010.10","출발",116,28552,1975
"중동","2010.11","도착",117,22698,1538
"중동","2010.11","출발",119,23133,2148
"중동","2010.12","도착",142,22160,1593
"중동","2010.12","출발",136,22963,2025
"중동","2011.01","도착",150,27446,1559
"중동","2011.01","출발",151,30653,2135
"중동","2011.02","도착",130,24466,1909
"중동","2011.02","출발",129,20188,1933
"중동","2011.03","도착",140,21563,1886
"중동","2011.03","출발",137,20257,2084
"중동","2011.04","도착",136,22511,1747
"중동","2011.04","출발",129,22877,2083
"중동","2011.05","도착",133,28207,1738
"중동","2011.05","출발",134,27086,2200
"중동","2011.06","도착",134,25748,1514
"중동","2011.06","출발",128,25502,1894
"중동","2011.07","도착",132,29708,1620
"중동","2011.07","출발",133,31472,1915
"중동","2011.08","도착",147,33314,1985
"중동","2011.08","출발",146,28384,1984
"중동","2011.09","도착",145,27230,1664
"중동","2011.09","출발",147,31841,2046
"중동","2011.10","도착",150,32822,1858
"중동","2011.10","출발",153,32347,2118
"중동","2011.11","도착",150,26427,1720
"중동","2011.11","출발",143,26320,1996
"중동","2011.12","도착",147,25550,2057
"중동","2011.12","출발",149,26165,2131
"중동","2012.01","도착",150,26453,1563
"중동","2012.01","출발",147,29402,2356
"중동","2012.02","도착",136,28227,1466
"중동","2012.02","출발",135,26722,2100
"중동","2012.03","도착",143,28097,1600
"중동","2012.03","출발",144,26740,2192
"중동","2012.04","도착",150,26563,2242
"중동","2012.04","출발",150,28539,2812
"중동","2012.05","도착",147,29734,2284
"중동","2012.05","출발",145,30139,2779
"중동","2012.06","도착",139,32950,2232
"중동","2012.06","출발",138,31395,2686
"중동","2012.07","도착",142,32815,2176
"중동","2012.07","출발",142,34452,2774
"중동","2012.08","도착",141,33867,2168
"중동","2012.08","출발",138,31211,2538
"중동","2012.09","도착",131,30409,1799
"중동","2012.09","출발",137,32869,2909
"중동","2012.10","도착",138,31199,1956
"중동","2012.10","출발",139,30202,2920
"중동","2012.11","도착",147,28056,2142
"중동","2012.11","출발",154,29379,3166
"중동","2012.12","도착",153,27844,1909
"중동","2012.12","출발",157,28032,2872
"중동","2013.01","도착",158,31040,1677
"중동","2013.01","출발",158,32927,2835
"중동","2013.02","도착",148,30689,2053
"중동","2013.02","출발",154,28648,3125
"중동","2013.03","도착",157,32021,2444
"중동","2013.03","출발",161,28679,3311
"중동","2013.04","도착",150,28184,2171
"중동","2013.04","출발",154,32837,2801
"중동","2013.05","도착",153,34167,2050
"중동","2013.05","출발",153,33573,2826
"중동","2013.06","도착",147,36018,2085
"중동","2013.06","출발",152,34476,2845
"중동","2013.07","도착",149,34012,1898
"중동","2013.07","출발",152,38229,2684
"중동","2013.08","도착",145,39459,2155
"중동","2013.08","출발",148,36130,2547
"중동","2013.09","도착",146,33663,2212
"중동","2013.09","출발",149,36449,2821
"중동","2013.10","도착",153,36879,2505
"중동","2013.10","출발",159,36836,3299
"중동","2013.11","도착",152,31650,3265
"중동","2013.11","출발",158,32374,3610
"중동","2013.12","도착",159,30747,3108
"중동","2013.12","출발",161,31734,3334
"중동","2014.01","도착",160,36996,2992
"중동","2014.01","출발",161,38426,3702
"중동","2014.02","도착",142,35808,3001
"중동","2014.02","출발",145,33265,3208
"중동","2014.03","도착",159,36350,3225
"중동","2014.03","출발",164,34896,3765
"중동","2014.04","도착",165,33035,3286
"중동","2014.04","출발",162,35415,3870
"중동","2014.05","도착",164,37521,2947
"중동","2014.05","출발",167,37294,3391
"중동","2014.06","도착",162,36944,3206
"중동","2014.06","출발",161,34942,3488
"중동","2014.07","도착",152,34926,3130
"중동","2014.07","출발",155,33759,3389
"중동","2014.08","도착",150,36509,2982
"중동","2014.08","출발",147,33554,3295
"중동","2014.09","도착",154,35394,3190
"중동","2014.09","출발",156,37553,3645
"중동","2014.10","도착",169,40436,3420
"중동","2014.10","출발",167,39825,3972
"중동","2014.11","도착",164,32193,3138
"중동","2014.11","출발",165,32558,4257
"중동","2014.12","도착",168,31596,2848
"중동","2014.12","출발",167,31973,4000
"중동","2015.01","도착",162,35280,2423
"중동","2015.01","출발",164,38298,3592
"중동","2015.02","도착",151,33520,3079
"중동","2015.02","출발",150,29073,3489
"중동","2015.03","도착",172,35233,3843
"중동","2015.03","출발",171,33929,4146
"중동","2015.04","도착",171,35160,3175
"중동","2015.04","출발",172,38639,3961
"중동","2015.05","도착",178,41980,3563
"중동","2015.05","출발",175,40664,3877
"중동","2015.06","도착",164,34162,3520
"중동","2015.06","출발",166,33851,3825
"중동","2015.07","도착",163,38246,3637
"중동","2015.07","출발",160,36011,3553
"중동","2015.08","도착",171,42991,3166
"중동","2015.08","출발",174,40208,3875
"중동","2015.09","도착",173,35283,2942
"중동","2015.09","출발",172,36031,4213
"중동","2015.10","도착",174,40483,3594
"중동","2015.10","출발",175,39913,4115
"중동","2015.11","도착",169,33615,3219
"중동","2015.11","출발",168,32415,3844
"중동","2015.12","도착",170,29667,3459
"중동","2015.12","출발",170,29740,3728
"중동","2016.01","도착",172,35388,3363
"중동","2016.01","출발",170,38143,3781
"중동","2016.02","도착",157,39157,3501
"중동","2016.02","출발",158,35379,3373
"중동","2016.03","도착",176,36834,3926
"중동","2016.03","출발",176,34559,3753
"중동","2016.04","도착",167,38376,3542
"중동","2016.04","출발",165,41094,3510
"중동","2016.05","도착",172,42372,3737
"중동","2016.05","출발",172,42562,3844
"중동","2016.06","도착",159,42042,3559
"중동","2016.06","출발",159,40330,3621
"중동","2016.07","도착",167,45021,3556
"중동","2016.07","출발",166,43346,3825
"중동","2016.08","도착",168,45295,3214
"중동","2016.08","출발",169,41810,3693
"중동","2016.09","도착",163,39185,3150
"중동","2016.09","출발",163,42144,3868
"중동","2016.10","도착",174,43246,3851
"중동","2016.10","출발",173,41087,4277
"중동","2016.11","도착",166,38196,3579
"중동","2016.11","출발",166,37405,3874
"중동","2016.12","도착",162,35466,3589
"중동","2016.12","출발",161,35356,3749
"중동","2017.01","도착",155,40840,3478
"중동","2017.01","출발",154,42325,3903
"중동","2017.02","도착",140,41454,3574
"중동","2017.02","출발",142,38954,3395
"중동","2017.03","도착",170,45102,3675
"중동","2017.03","출발",168,40363,4008
"중동","2017.04","도착",154,39138,3268
"중동","2017.04","출발",154,43290,3954
"중동","2017.05","도착",158,42685,3356
"중동","2017.05","출발",158,40101,4018
"중동","2017.06","도착",144,40647,3200
"중동","2017.06","출발",144,35847,3301
"중동","2017.07","도착",161,43055,3312
"중동","2017.07","출발",161,42765,3824
"중동","2017.08","도착",167,46804,3740
"중동","2017.08","출발",168,41059,4120
"중동","2017.09","도착",162,38951,3511
"중동","2017.09","출발",160,45387,4411
"중동","2017.10","도착",165,43916,3441
"중동","2017.10","출발",167,38867,4134
"중동","2017.11","도착",160,34527,3458
"중동","2017.11","출발",158,34158,4077
"중동","2017.12","도착",165,32778,3713
"중동","2017.12","출발",166,32185,4333
"중동","2018.01","도착",162,36353,3297
"중동","2018.01","출발",162,40297,3854
"중동","2018.02","도착",150,39400,3580
"중동","2018.02","출발",151,34926,3746
"중동","2018.03","도착",167,41178,4098
"중동","2018.03","출발",166,36390,4133
"중동","2018.04","도착",159,38409,3791
"중동","2018.04","출발",159,42243,4220
"중동","2018.05","도착",160,40410,3910
"중동","2018.05","출발",161,39842,4163
"중동","2018.06","도착",153,41052,3889
"중동","2018.06","출발",151,39167,3949
"중동","2018.07","도착",160,45673,3716
"중동","2018.07","출발",159,44915,4018
"중동","2018.08","도착",162,46685,3848
"중동","2018.08","출발",161,44381,3740
"중동","2018.09","도착",161,39281,3721
"중동","2018.09","출발",156,43811,4582
"중동","2018.10","도착",162,44401,4130
"중동","2018.10","출발",159,40610,4335
"중동","2018.11","도착",151,34277,4077
"중동","2018.11","출발",150,34812,4186
"중동","2018.12","도착",154,31706,4249
"중동","2018.12","출발",156,31433,4025
"중동","2019.01","도착",162,36602,3496
"중동","2019.01","출발",159,42392,4126
"중동","2019.02","도착",141,38572,3587
"중동","2019.02","출발",140,32864,3430
"중동","2019.03","도착",157,37655,3960
"중동","2019.03","출발",156,34151,4092
"중동","2019.04","도착",156,35891,3500
"중동","2019.04","출발",156,38745,4439
"중동","2019.05","도착",154,37164,3516
"중동","2019.05","출발",151,37406,4232
"중동","2019.06","도착",154,40880,3272
"중동","2019.06","출발",155,38642,4125
"중동","2019.07","도착",161,45163,3127
"중동","2019.07","출발",159,45017,4129
"중동","2019.08","도착",161,48372,3410
"중동","2019.08","출발",161,46131,4289
"중동","2019.09","도착",155,39320,3268
"중동","2019.09","출발",154,43145,4154
"중동","2019.10","도착",165,48158,3786
"중동","2019.10","출발",165,45611,4847
"중동","2019.11","도착",155,38170,3937
"중동","2019.11","출발",155,37569,4443
"중동","2019.12","도착",162,36637,4413
"중동","2019.12","출발",163,40017,4492
"중동","2020.01","도착",164,42098,3614
"중동","2020.01","출발",159,46858,4281
"중동","2020.02","도착",148,37796,3808
"중동","2020.02","출발",148,32619,4105
"중동","2020.03","도착",97,14261,3456
"중동","2020.03","출발",96,5812,3852
"중동","2020.04","도착",89,5010,2258
"중동","2020.04","출발",86,662,3081
"중동","2020.05","도착",97,3699,2926
"중동","2020.05","출발",93,607,3184
"중동","2020.06","도착",99,4385,2709
"중동","2020.06","출발",90,2459,2367
"중동","2020.07","도착",108,6327,2790
"중동","2020.07","출발",99,5814,3354
"중동","2020.08","도착",125,5658,2897
"중동","2020.08","출발",108,6463,3605
"중동","2020.09","도착",134,5111,3330
"중동","2020.09","출발",111,5737,4236
"중동","2020.10","도착",139,5262,3379
"중동","2020.10","출발",116,6824,4205
"중동","2020.11","도착",119,5398,3250
"중동","2020.11","출발",120,6655,4017
"중동","2020.12","도착",126,6122,3541
"중동","2020.12","출발",125,8038,4031
"중동","2021.01","도착",128,6857,3765
"중동","2021.01","출발",129,7141,4594
"중동","2021.02","도착",118,7701,3839
"중동","2021.02","출발",116,5716,4219
"중동","2021.03","도착",129,7313,3869
"중동","2021.03","출발",129,7162,4315
"중동","2021.04","도착",121,6681,3689
"중동","2021.04","출발",119,6068,3818
"중동","2021.05","도착",124,6467,3997
"중동","2021.05","출발",123,5655,3719
"중동","2021.06","도착",125,9067,3607
"중동","2021.06","출발",111,7091,3505
"중동","2021.07","도착",127,11402,3486
"중동","2021.07","출발",113,9193,3716
"중동","2021.08","도착",125,11127,3660
"중동","2021.08","출발",111,11403,3561
"중동","2021.09","도착",128,10104,3943
"중동","2021.09","출발",119,10174,4044
