대여소,상태,주소,위도,경도,구
구립망우청소년독서실,운영중,서울특별시 중랑구 망우동 534-23 구립망우청소년독서실,37.59552,127.098778,중랑구
면목4치안센터,운영중,서울특별시 면목동 646-4 면목4치안센터,37.57402800000001,127.080544,중랑구
용마지구대,운영중,서울특별시 면목동 197-5 용마지구대,37.579941,127.079399,중랑구
중랑전화국 교차로,운영중,서울특별시 중랑구 면목동 282-8 중랑전화국 교차로,37.591301,127.08033,중랑구
면목역 3번출구,운영중,서울특별시 면목동 120-2 면목역 3번출구,37.588902,127.08728,중랑구
코스트코 상봉점,운영중,서울특별시 상봉동 160-3 코스트코 상봉점,37.597321,127.089798,중랑구
상봉역 1번출구,운영중,서울특별시 중랑구 망우로 297 상봉역 1번출구,37.596558,127.085838,중랑구
공덕역 5번출구,운영중,서울특별시 마포구 공덕동 237-9 공덕역 5번출구,37.54425,126.951637,마포구
화랑대역 7번출구,운영중,서울특별시 노원구 화랑로 지하 510 화랑대역 7번출구,37.619625,127.085014,노원구
중랑세무서,운영중,서울특별시 중랑구 망우로 176 중랑세무서,37.592758,127.07267,중랑구
겸재교 진입부,운영중,서울특별시 중랑구 겸재로 68 겸재교진입부,37.585655,127.07505,중랑구
중랑캠핑숲,운영중,서울특별시 중랑구 송림길 172 중랑캠핑숲,37.604603,127.109253,중랑구
한국전력공사(동대문 중랑지사),운영중,서울특별시 중랑구 동일로 862 한국전력공사(동대문 중랑지사),37.607349,127.07859,중랑구
상봉역 2번 출구,운영중,서울특별시 중랑구 망우로 297 상봉역 2번 출구,37.596329,127.085899,중랑구
상아빌딩(우림시장 교차로),운영중,서울특별시 중랑구 용마산로 494 상아빌딩(우림시장 교차로),37.595112,127.100327,중랑구
동원사거리,운영중,서울특별시 중랑구 겸재로 229 동원사거리,37.58976,127.09323899999998,중랑구
상봉터미널2,운영중,서울특별시 중랑구 용마산로115길 127 용마산로115길 127,37.59734,127.093086,중랑구
용마한신아파트사거리,운영중,서울특별시 중랑구 용마산로 313 용마한신아파트사거리,37.580349,127.092651,중랑구
마포역 1번출구 뒤,운영중,서울특별시 마포구 도화동 555-2 마포역 1번출구 뒤,37.539936,126.945824,마포구
마포역 4번출구 뒤,운영중,서울특별시 마포구 도화동 292-29 마포역 4번출구 뒤,37.539272,126.945915,마포구
용강동 주민센터 앞,운영중,서울특별시 마포구 용강동 234-1 용강동 주민센터 앞,37.542347,126.943024,마포구
서강대역 2번출구 앞,운영중,서울특별시 마포구 노고산동 112-13 서강대역 2번출구 앞,37.552956,126.934341,마포구
"미아역 3번,4번 출구 사이",운영중,"서울특별시 강북구 도봉로 196 미아역 3,4번 출구 사이",37.62608,127.026482,강북구
이디야 커피 수유역점 앞,운영중,서울특별시 강북구 도봉로 355 이다야 커피 수유점앞,37.639278,127.026756,강북구
다이소 삼양시장점,운영중,서울특별시 강북구 삼양로 234 다이소 삼양시장점,37.624157,127.018623,강북구
강북문화예술회관,운영중,서울특별시 강북구 삼각산로 85 강북문화예술회관,37.640327,127.013359,강북구
서울북부수도사업소,운영중,서울특별시 강북구 한천로 935 번동 386-17,37.634377,127.035751,강북구
망원1동주민센터,운영중,서울특별시 마포구 망원동 403-2 망원1동주민센터,37.555687,126.905548,마포구
번동주공5단지 관리사무소 앞,운영중,서울특별시 강북구 오현로25마길 27 번동 230,37.633717,127.035515,강북구
번동 금호어울림아파트102동앞,운영중,서울특별시 강북구 오현로31길 85-7 번동 656-2,37.631123,127.036034,강북구
강북중학교 앞,운영중,서울특별시 강북구 한천로150길 67 수유동 694-2,37.644737,127.026566,강북구
강북구청 뒷편,운영중,서울특별시 강북구 도봉로89길 13 수유동 192-59,37.639671,127.0252,강북구
강북구청 사거리 버스정류소 앞,운영중,서울특별시 강북구 한천로 1009 강북구청 사거리 버스정류소,37.638805,127.028358,강북구
송천동 주민센터,운영중,서울특별시 강북구 솔샘로 284 송천동 주민센터,37.618286,127.024048,강북구
우이초등학교 후문 옆,운영중,서울특별시 강북구 삼양로99길 33 우이초등학교 후문 옆,37.638706,127.015907,강북구
SK telecom(수유직영점) 앞,운영중,서울특별시 강북구 삼양로 439 SK telecom(수유직영점),37.643085,127.016167,강북구
세븐일레븐 수유장미원점 앞,운영중,서울특별시 강북구 삼양로 474 수유동 317-3,37.645451,127.015617,강북구
마포구민체육센터 앞,운영중,서울특별시 마포구 망원동 452-4 마포구민체육센터 앞,37.55661,126.898018,마포구
성실교회,운영중,서울특별시 강북구 노해로 50 수유동 140,37.639862,127.022789,강북구
월드전기조명인테리어(우이동),운영중,서울특별시 도봉구 삼양로 574 우이동 100-13,37.654472,127.012756,도봉구
미아동 복합청사,운영중,서울특별시 강북구 솔매로49길 14 미아동 195-1,37.62714,127.026695,강북구
수유동 채선당앞,운영중,서울특별시 강북구 수유동 140 수유동 채선당앞,37.641739,127.024628,강북구
미아역 1번 출구 뒤,운영중,서울특별시 강북구 미아동 194-1 미아역 1번 출구 뒤,37.627335,127.026054,강북구
삼각산동 주민센터,운영중,서울특별시 미아동 813-8 삼각산동 주민센터,37.615036,127.020699,강북구
미아동 한국전력공사,운영중,서울특별시 미아동 194-1 미아동 한국전력공사,37.63018,127.02491,강북구
성산2교 사거리,운영중,서울특별시 마포구 성산동 54-17 성산2교 사거리,37.564697,126.912613,마포구
광산사거리,운영중,서울특별시 강북구 노해로 87 광산사거리,37.643551,127.022346,강북구
미아사거리 1번 출구,운영중,서울특별시 강북구 미아동 66-1 미아사거리 1번 출구,37.613956,127.030251,강북구
번3동 주민센터 교차로,운영중,서울특별시 강북구 번동 2-2 번3동 주민센터 교차로,37.626354,127.047447,강북구
"번동 주공3, 4단지 교차로",운영중,"서울특별시 강북구 번동 254 번동 주공3, 4단지 교차로",37.629917,127.040916,강북구
북서울 꿈의 숲 동문,운영중,서울특별시 강북구 번동 105 북서울 꿈의 숲 동문,37.619637,127.044533,강북구
효성인텔리안 앞,운영중,서울특별시 수유동 230-7 효성인텔리안 앞,37.636292,127.023376,강북구
번동 두산위브 101동 옆,운영중,서울특별시 번동 386-17 번동 두산위브 101동 옆,37.636261,127.032173,강북구
북한산 우이역,운영중,서울특별시 강북구 삼양로 670 북한산 우이역,37.663666,127.012428,강북구
솔밭공원역,운영중,서울특별시 강북구 삼양로 595 솔밭공원역,37.65615800000001,127.01313799999998,강북구
19민주묘지역,운영중,서울특별시 강북구 삼양로 519 4.19민주묘지역,37.649673,127.013451,강북구
마포구청역,운영중,서울특별시 마포구 망원동 477-23 마포구청역,37.560909,126.905495,마포구
가오리역,운영중,서울특별시 강북구 삼양로 426 가오리역,37.64167,127.016884,강북구
삼양역,운영중,서울특별시 강북구 삼양로 263 삼양역,37.62653,127.018059,강북구
삼양사거리역,운영중,서울특별시 강북구 삼양로 197 삼양사거리역,37.621552,127.02037,강북구
수유1동 주민센터,운영중,서울특별시 강북구 삼양로 299 수유1동 주민센터,37.630188,127.017738,강북구
솔샘역 2번 출구,운영중,서울특별시 강북구 솔샘로 195 솔샘역 2번 출구,37.62038,127.01368,강북구
송천동우체국,운영중,서울특별시 강북구 도봉로 71 송천동우체국,37.615459,127.029701,강북구
가좌역1 번출구 뒤,운영중,서울특별시 마포구 성산동123-29 가좌역1.2번출구,37.56855,126.914513,마포구
서울서부지방법원 앞,운영중,서울특별시 마포구 공덕동 105-11 서울서부지방법원 앞,37.549904,126.955147,마포구
애오개역 4번출구 앞,운영중,서울특별시 마포구 아현동 607-1 애오개역 4번출구 앞,37.553001,126.956688,마포구
독립문 어린이 공원,운영중,서울특별시 서대문구 영천동 259-1 독립문 어린이 공원,37.57125900000001,126.96048,서대문구
이대역 4번 출구,운영중,서울특별시 서대문구 대현동 60-11 이대역 4번 출구,37.556953,126.946342,서대문구
북아현동 가구거리,운영중,서울특별시 서대문구 북아현동 251-78 아현동 가구거리,37.557549,126.959381,서대문구
석계역 문화광장 내 자전거 보관소,운영중,서울특별시 노원구 화랑로 331 노원구 월계동 47-45,37.615299,127.064468,노원구
광운대역 앞,운영중,서울특별시 노원구 석계로 98-2 노원구 월계동 412-1,37.622662,127.061897,노원구
롯데캐슬 102동 코너(월계주유소건너),운영중,서울특별시 노원구 월계로 252 노원구 월계동 860-16,37.624859,127.05013999999998,노원구
헬스케어,운영중,서울특별시 노원구 월계로 378 노원구 월계동 321-4,37.631622,127.061615,노원구
태릉입구역 3번출구,운영중,서울특별시 노원구 동일로 지하 992-1 노원구 공릉동 616-4,37.619171,127.074928,노원구
공릉역 1번 출구 앞,운영중,서울특별시 노원구 동일로 지하 1074 노원구 공릉동 385-4,37.626614,127.072754,노원구
무악재역1번 출구,운영중,서울특별시 서대문구 통일로 380-4 무악재역1번 출구,37.582245,126.950645,서대문구
화랑대역 2번출구 앞,운영중,서울특별시 노원구 화랑로 지하 510 노원구 공릉동 280-12,37.620369,127.083641,노원구
과기대 입구(우),운영중,서울특별시 노원구 공릉로 232 노원구 공릉동 436-4,37.62994000000001,127.076553,노원구
하계2동 공항버스정류장 옆,운영중,서울특별시 노원구 동일로 지하 1196 노원구 하계동 273-5,37.635109,127.068329,노원구
하계동 중평어린이공원 앞,운영중,서울특별시 노원구 섬밭로 241 하계동 271-1,37.63715,127.063271,노원구
중계동 하나프라자빌딩 앞(중1-1),운영중,서울특별시 노원구 한글비석로 235 노원구 중계동 391,37.64902100000001,127.076408,노원구
봉원고가차도 밑,운영중,서울특별시 서대문구 대신동 143-1 봉원고가차도 밑,37.565269,126.946243,서대문구
중계동 노원구민체육센터 옆(중1-2),운영중,서울특별시 노원구 노원로22길 1 노원구 중계1동 360-18,37.648209,127.070221,노원구
노원 구민회관,운영중,서울특별시 노원구 동일로 1229 노원구 중계동 507-3,37.638649,127.066292,노원구
상계역(4번출구),운영중,서울특별시 노원구 상계로 182 노원구 상계동 173-19,37.66,127.072968,노원구
수락산역 4번출구,운영중,서울특별시 노원구 동일로 지하 1662 노원구 상계동 1263,37.676941,127.055099,노원구
노일초등학교 앞,운영중,서울특별시 노원구 동일로 1652 노원구 상계동 1118-9,37.673618,127.055252,노원구
명지전문대학교 정문 앞,운영중,서울특별시 서대문구 홍은동 산25-3 명지전문대학교 정문 앞,37.583698,126.924965,서대문구
수연빌딩 앞,운영중,서울특별시 노원구 동일로 지하 1662 노원구 상계동 1132-9,37.67625,127.055504,노원구
당고개공원 대여소,운영중,서울특별시 노원구 상계로 283 노원구 상계동 65-43,37.669079,127.077591,노원구
4동 주민센터 대여소,운영중,서울특별시 노원구 덕릉로131길 8 노원구 상계동 37-7,37.67271,127.08316,노원구
백병원 사거리 농협은행 앞,운영중,서울특별시 노원구 동일로 1351 노원구 상계동 747,37.649212,127.061768,노원구
KT 노원점 건물 앞,운영중,서울특별시 노원구 노해로 489 노원구 상계동 719-1,37.654701,127.0634,노원구
희성오피앙,운영중,서울특별시 노원구 동일로 1701 노원구 상계동 1263,37.680313,127.055069,노원구
북가좌1동 주민센터,운영중,서울특별시 서대문구 북가좌동 477-1 북가좌1동 주민센터,37.574478000000006,126.910049,서대문구
한내근린공원 북측,운영중,서울특별시 노원구 마들로 86 한내근린공원 북측,37.623863,127.068489,노원구
한내근린공원 남측,운영중,서울특별시 노원구 마들로 86 한내근린공원 남측,37.621555,127.069511,노원구
서울여대 남문,운영중,서울특별시 노원구 화랑로51길 38 서울여대 남문,37.625435,127.088493,노원구
태릉입구역 8번출구,운영중,서울특별시 노원구 공릉동 687-6 태릉입구역 8번출구,37.617367,127.075211,노원구
삼육대 입구,운영중,서울특별시 노원구 공릉동 26-43 삼육대 입구,37.638489,127.107903,노원구
중앙근린공원,운영중,서울특별시 서대문구 북가좌동 470-1 모래내 우체국,37.575138,126.91394,서대문구
중계근린공원내,운영중,서울특별시 노원구 중계동 506-3 중계근린공원내,37.63958,127.065102,노원구
맥도날드 상계점 앞,운영중,서울특별시 노원구 상계동 1118-9 맥도날드 상계점 앞,37.672375,127.055992,노원구
파르코 앞,운영중,서울특별시 노원구 상계동 1263 파르코 앞,37.68,127.05558,노원구
노원역1번출구,운영중,서울특별시 노원구 상계동 335-4 노원역1번출구,37.6562,127.063622,노원구
당고개입구 오거리,운영중,서울특별시 노원구 상계동 172-2 보훈회관 대여소,37.663792,127.075447,노원구
공릉1단지아파트,운영중,서울특별시 동일로 1127 공릉1단지아파트,37.631111,127.07016000000002,노원구
중앙하이츠 아파트 입구,운영중,서울특별시 노원구 노원로 428 중앙하이츠 아파트 입구,37.654999,127.067436,노원구
노원구청,운영중,서울특별시 노원구 노해로 437 노원구청,37.654049,127.057327,노원구
중계동 을지중학교,운영중,서울특별시 노원구 중계동 370 중계동 을지중학교,37.65033,127.071602,노원구
가재울 초등학교,운영중,서울특별시 서대문구 연희동 530 남가좌1동 주민센터,37.573277,126.919678,서대문구
서울시립과학관,운영중,서울특별시 노원구 하계동 266 서울시립과학관,37.642071,127.076622,노원구
당현천근린공원,운영중,서울특별시 노원구 동일로 1342 당현천근린공원,37.649639,127.065605,노원구
노원역7번출구,운영중,서울특별시 노원구 노해로 467 노원역 7번출구,37.654114,127.059151,노원구
동해문화예술관앞,운영중,서울특별시 노원구 화랑로 429 동해문화예술관앞,37.619381,127.057854,노원구
노해근린공원내,운영중,서울특별시 노원구 노원로22길 1 노해근린공원내,37.649361,127.070442,노원구
양지근린공원앞,운영중,서울특별시 노원구 한글비석로 227 양지근린공원앞,37.647335,127.076424,노원구
노원소방서인근,운영중,서울특별시 노원구 노원로26길 111 노원소방서인근,37.655781,127.071777,노원구
중계중학교,운영중,서울특별시 노원구 덕릉로76길 23 중계중학교,37.654499,127.07438700000002,노원구
중계역 6번출구,운영중,서울특별시 노원구 동일로 지하 1308-1 중계역 6번출구,37.645508,127.063255,노원구
중계역 3번출구,운영중,서울특별시 노원구 동일로 지하 1308-1 중계역 3번출구,37.643528,127.065224,노원구
연가초등학교 옆,운영중,서울특별시 서대문구 북가좌동 70-119 연가초등학교 옆,37.57946,126.91713,서대문구
노원경찰서교차로,운영중,서울특별시 노원구 노원로 283 노원경찰서교차로,37.64341,127.071838,노원구
인덕대학교,운영중,서울특별시 노원구 초안산로 12 인덕대학교,37.629349,127.054825,노원구
상계동수락리버시티,운영중,서울특별시 노원구 누원로 18 상계동수락리버시티,37.688599,127.053406,노원구
노원역 5번출구,운영중,서울특별시 노원구 동일로 1404 노원역 5번출구,37.653976,127.060974,노원구
서울북부고용센터앞,운영중,서울특별시 노원구 노해로 450 서울북부고용센터앞,37.653549,127.058083,노원구
월계문화체육센터,운영중,서울특별시 노원구 월계로 280 월계문화체육센터,37.626942,127.05513,노원구
육군사관학교  앞,운영중,서울특별시 노원구 화랑로 570 육군사관학교 앞,37.623165,127.0905,노원구
성서대학교 밀알관,운영중,서울특별시 노원구 동일로214길 32 성서대학교 밀알관,37.648438,127.064445,노원구
삼육대 도서관,운영중,서울특별시 노원구 화랑로 815 삼육대 도서관,37.64283,127.106667,노원구
삼육대 제3과학관,운영중,서울특별시 노원구 화랑로 653 삼육대 후문 삼거리,37.642654,127.108383,노원구
현대6차 아파트,운영중,서울특별시 노원구 중계로8길 20 현대6차 아파트,37.645802,127.08226,노원구
중계종합사회복지관 교차로,운영중,서울특별시 노원구 덕릉로 662 중계종합사회복지관 교차로,37.656799,127.077606,노원구
노원문화예술회관,운영중,서울특별시 노원구 중계로 181 노원문화예술회관,37.65045900000001,127.080887,노원구
태릉입구역 5번출구,운영중,서울특별시 노원구 동일로 986 태릉입구역 5번출구와 6번출구 사이,37.61832,127.07563,노원구
불암고등학교 앞 횡단보도,운영중,서울특별시 노원구 중계로 155 불암고등학교 앞 횡단보도,37.64819,127.080482,노원구
온수골사거리(스타벅스앞),운영중,서울특별시 노원구 동일로227길 85 온수골사거리(스타벅스앞),37.66114,127.058052,노원구
서울월드컵경기장 테스트,운영중,서울특별시 노원구 동일로227길 26 노원구 상계15단지,37.568722,126.896225,노원구
마들역 7번출구,운영중,서울특별시 노원구 동일로 지하 1530-1 마들역 7번출구,37.665661,127.057297,노원구
마들역 3번출구,운영중,서울특별시 노원구 동일로 지하 1530-1 마들역 3번출구,37.665249,127.057892,노원구
북가좌 삼거리,운영중,서울특별시 서대문구 북가좌동 400 북가좌 삼거리,37.573002,126.907799,서대문구
도봉운전면허시험장,운영중,서울특별시 노원구 동일로 1449 도봉운전면허시험장,37.65773,127.059311,노원구
노원정보도서관,운영중,서울특별시 노원구 노원로34길 43 노원정보도서관,37.660709,127.065331,노원구
가재울 뉴타운 주유소 옆,운영중,서울특별시 서대문구 남가좌동 124 가재울 뉴타운 주유소 옆,37.573112,126.922447,서대문구
녹천역 1번출구 앞,운영중,서울특별시 도봉구 덕릉로 376 창동 57-11,37.646172,127.05056,도봉구
도봉산광역환승센터앞,운영중,서울특별시 도봉구 도봉로 955 도봉동 637-1,37.68972,127.045197,도봉구
도봉구청 정문앞,운영중,서울특별시 도봉구 마들로 656 방학동 720,37.669224,127.046516,도봉구
기업은행 앞,운영중,서울특별시 도봉구 도봉로 683 방학동 726-92,37.665665,127.042671,도봉구
도봉구민회관,운영중,서울특별시 도봉구 도봉로 552 창동 723-11,37.654461,127.038513,도봉구
보건소사거리(다비치안경창동점),운영중,서울특별시 도봉구 해등로 150 창동 723-10,37.65683,127.039848,도봉구
쌍문역4번출구 주변,운영중,서울특별시 도봉구 도봉로 지하 486-1 쌍문동 83-5,37.65012700000001,127.035347,도봉구
임광빌딩 앞,운영중,서울특별시 서대문구 미근동 317-1 임광빌딩 앞,37.564724,126.967278,서대문구
창동역공영주차장앞,운영중,서울특별시 도봉구 마들로11길 74 도봉구 창동 1-9,37.654049,127.050201,도봉구
쌍문동 청소년 랜드,운영중,서울특별시 도봉구 노해로140 쌍문동 청소년 랜드,37.647266,127.025879,도봉구
도봉문화정보도서관 삼거리,운영중,서울특별시 도봉구 덕릉로 315 도봉문화정보도서관 삼거리,37.64463,127.044609,도봉구
서울특별시교육청도봉도서관,운영중,서울특별시 도봉구 삼양로556 서울특별시교육청도봉도서관,37.653179,127.01278700000002,도봉구
하나로마트 창동점,운영중,서울특별시 도봉구 마들로11길 20 하나로마트 창동점,37.65420200000001,127.050728,도봉구
시립창동운동장 입구,운영중,서울특별시 도봉구 창동 1-24 시립창동운동장 입구,37.655708,127.050102,도봉구
신도봉사거리 버스정류장,운영중,서울특별시 도봉구 도봉로 771 신도봉사거리 버스정류장,37.67328300000001,127.043991,도봉구
서대문소방서,운영중,서울특별시 서대문구 연희로 182 서대문소방서,37.573254,126.935722,서대문구
도봉구청 옆(중랑천변),운영중,서울특별시 도봉구 마들로 656 도봉구청 옆(중랑천변),37.668671,127.047981,도봉구
창동역 2번출구,운영중,서울특별시 창동 74-2 창동역 2번출구,37.653015,127.046997,도봉구
창동청소년수련관,운영중,서울특별시 도봉구 노해로69길 132 창동청소년수련관,37.657799,127.050049,도봉구
방학동학마을도서관,운영중,서울특별시 도봉구 시루봉로 128 방학동학마을도서관,37.662079,127.027718,도봉구
창1동주민센터,운영중,서울특별시 도봉구 해등로 46 창1동주민센터,37.647503,127.043312,도봉구
삼익세라믹아파트교차로,운영중,서울특별시 도봉구 해등로 189 삼익세라믹아파트,37.658588,127.03521,도봉구
서울도봉초등학교인근,운영중,서울특별시 도봉구 도봉로173길 96 서울도봉초등학교인근,37.678677,127.040764,도봉구
서울북부지방법원,운영중,서울특별시 도봉구 마들로 749 서울북부지방법원,37.677666,127.046242,도봉구
파리바게트앞,운영중,서울특별시 도봉구 도봉로 891 파리바게트앞,37.68401,127.045792,도봉구
서대문역 8번출구 앞,운영중,서울특별시 서대문구 충정로2가 138 서대문역 8번출구 앞,37.564777,126.966148,서대문구
도봉산역 교차로 앞,운영중,서울특별시 도봉구 도봉산길 10 도봉산역 교차로 앞,37.687592,127.045502,도봉구
우리은행 앞,운영중,서울특별시 도봉구 도봉로 707 우리은행 앞,37.667599,127.042999,도봉구
방학사거리 (봄마당 앞),운영중,서울특별시 도봉구 방학로 102 방학사거리 (봄마당 앞),37.662979,127.041939,도봉구
쌍문현대1차아파트 108동 앞,운영중,서울특별시 도봉구 해등로 218 쌍문현대1차아파트 108동 앞,37.65815,127.032669,도봉구
"도봉역 1,2번 출구사이 건너편",운영중,"서울특별시 도봉구 도봉로170길 2 도봉역 1,2번 출구사이 건너편",37.679119,127.044983,도봉구
버스정류장 앞,운영중,서울특별시 도봉구 도봉로 528 버스정류장 앞,37.652241,127.037064,도봉구
하나은행 (창동점),운영중,서울특별시 도봉구 덕릉로 249 하나은행 (창동점),37.639702,127.038834,도봉구
명지대학교 학생회관,운영중,서울특별시 서대문구 거북골로 34 서대문구 거북골로 34,37.580589,126.923447,서대문구
제일강산수산입구,운영중,서울특별시 도봉구 도봉로 444 제일강산수산입구,37.645199,127.032982,도봉구
홍연2교옆,운영중,서울특별시 서대문구 홍은동 387-16 홍연2교옆,37.578072,126.930817,서대문구
명지대학교 도서관,운영중,서울특별시 서대문구 거북골로 34 서대문구 거북골로 34,37.581097,126.924026,서대문구
북가좌 초등학교,운영중,서울특별시 서대문구 거북골로19길 20 북가좌 초등학교,37.577675,126.909805,서대문구
증산3교 앞,운영중,서울특별시 서대문구 북가좌동 352-9 증산3교 앞,37.579876,126.906349,서대문구
가좌역 4번출구 앞,운영중,서울특별시 서대문구 남가좌동 293-3 가좌역 4번출구 앞,37.569122,126.914795,서대문구
충정로역 7번출구 뒤,운영중,서울특별시 서대문구 충정로3가 56-1 충정로역 7번출구 뒤,37.559967,126.962463,서대문구
독산역 2번출구 자전거주차장,운영중,서울특별시 금천구 벚꽃로 115 가산동 680-2 독산역 2번출구 뒤편 자전거 주차장,37.46653,126.888718,금천구
서울디지털운동장 앞,운영중,서울특별시 금천구 가산디지털2로 151 가산동 459-16,37.482288,126.877769,금천구
에이스하이엔드타워9차 앞,운영중,서울특별시 금천구 가산디지털1로 233 가산동 602-3,37.486214,126.878639,금천구
에이스하이엔드타워8차 앞,운영중,서울특별시 금천구 가산디지털1로 84 가산동 345-5,37.473209,126.884941,금천구
LG전자 별관동(호서대 벤처타워 맞은편),운영중,서울특별시 금천구 가산디지털1로 63 가산동 319-11,37.470779,126.885155,금천구
망원초록길 입구,운영중,서울특별시 마포구 마포나루길 467 망원초록길 입구,37.551342,126.902672,마포구
갑을그레이트밸리 앞,운영중,서울특별시 금천구 디지털로9길 32 가산동 60-35,37.479031,126.887299,금천구
두산위브아파트 옆 상가건물 앞,운영중,서울특별시 금천구 가산로 99 가산동 153-16,37.47422,126.894127,금천구
금천폭포공원 앞,운영중,서울특별시 금천구 시흥대로38길 61 시흥동 1001-1,37.446861,126.903831,금천구
금천구청 앞 자전거거치대,운영중,서울특별시 금천구 시흥대로73길 70 시흥동 1020,37.456478,126.895927,금천구
망원2빗물펌프장 앞,운영중,서울특별시 마포구 동교로 7 망원2빗물펌프장 앞,37.551567,126.902847,마포구
신한은행 시흥대로금융센터지점,운영중,서울특별시 금천구 시흥대로 446 시흥동 1001-7,37.44334,126.903358,금천구
홈플러스 시흥점 맞은편 다비치안경 앞,운영중,서울특별시 금천구 시흥대로 198 시흥동 1000-92,37.451458,126.902115,금천구
서울 시흥동우체국 앞,운영중,서울특별시 금천구 시흥대로 217 시흥동 1000-71,37.452991,126.900909,금천구
상신정비공업 앞,운영중,서울특별시 금천구 시흥대로 287 독산동 1080-8,37.458912,126.89858999999998,금천구
독산근린공원 입구,운영중,서울특별시 금천구 독산동 독산동 1086 (금천교 사거리 독산근린공원 입구),37.46455,126.883728,금천구
한신아파트 앞 육교 아래,운영중,서울특별시 금천구 금하로1길 70 독산동 1094 (성민성결교회 앞),37.4547,126.891052,금천구
한신코아 앞,운영중,서울특별시 금천구 한내로 62 독산동 1092 (도로다이어트 사업으로 보도 확장예정),37.456841,126.888344,금천구
독산보도육교 앞 자전거 보관소,운영중,서울특별시 금천구 서부샛길 70 독산동 724-5 (자전거종합서비스센터 앞쪽),37.455849,126.893143,금천구
홈플러스 금천점 앞,운영중,서울특별시 금천구 시흥대로 391 독산동 291-4,37.469139,126.897202,금천구
하늘채코오롱아파트 건너편,운영중,서울특별시 마포구 연남로 30 하늘채코오롱아파트 건너편,37.565166,126.919395,마포구
빅마켓 금천점 앞,운영중,서울특별시 금천구 두산로 71 독산동 295-22,37.47023,126.895073,금천구
메이퀸웨딩컨벤션 앞,운영중,서울특별시 금천구 시흥대로 435 독산동 152-12,37.4725,126.897957,금천구
독산역 1번출구 앞 자전거보관소,운영중,"서울특별시 금천구 벚꽃로 115 독산동 1081-9 (금천고가차도 하부, 태영아파트 앞)",37.466541,126.890282,금천구
월드메르디앙 벤처센터 2차,운영중,서울특별시 금천구 가산디지털2로 123 가산동 450-2,37.479084,126.879044,금천구
STX V타워,운영중,서울특별시 금천구 가산디지털1로 128 가산동 371-37,37.47707,126.88443,금천구
금천구립 독산도서관,운영중,서울특별시 금천구 독산로54길 114 독산동 375-2,37.467403,126.908142,금천구
수출의 다리 아래,운영중,서울특별시 가산동 60-35 수출의 다리 아래,37.477058,126.885185,금천구
SK망원동주유소 건너편,운영중,서울특별시 마포구 월드컵로 119  SK망원동주유소 건너편,37.558949,126.907753,마포구
솔브레인이엔지 뒤편,운영중,서울특별시 가산동 219-18 솔브레인이엔지 뒤편,37.475101,126.888069,금천구
가산동 주민센터,운영중,서울특별시 가산동 144-3 가산동 주민센터,37.476952,126.891869,금천구
한울중학교,운영중,서울특별시 시흥동 1000-3 한울중학교,37.462574,126.90686,금천구
독산고등학교,운영중,서울특별시 독산동 906-42 독산고등학교,37.477097,126.911133,금천구
롯데캐슬골드파크1차 서문,운영중,서울특별시 금천구 벚꽃로40 롯데캐슬골드파크1차 서문,37.460289,126.892189,금천구
롯데캐슬골드파크1차 동문,운영중,서울특별시 금천구 독산동 441-19 롯데캐슬골드파크1차 동문,37.460171,126.896042,금천구
독산주공 14단지 버스정류소,운영중,서울특별시 금천구 안양천로 독산주공 14단지 버스정류소,37.461033,126.8871,금천구
벽산 디지털밸리 5차,운영중,서울특별시 금천구 가산동 60-73 벽산 디지털밸리 5차,37.476276,126.885391,금천구
대륭포스트타워5차,운영중,서울특별시 금천구 디지털로9길 68 대륭포스트타워5차,37.481354,126.88694,금천구
마포 신수공원 앞,운영중,서울특별시 마포구 현석동 106-32 마포 신수공원 앞,37.542545,126.934296,마포구
코오롱테크노밸리,운영중,서울특별시 금천구 디지털로9길 56 코오롱테크노밸리,37.48016,126.886368,금천구
가산디지털단지 7번출구,운영중,서울특별시 금천구 벚꽃로 309 가산디지털단지 7번출구,37.481232,126.881485,금천구
서울디자인직업전문학교 앞,운영중,서울특별시 금천구 가산로 70 서울디자인직업전문학교 앞,37.472481,126.895866,금천구
가산아네스트 오피스텔 앞,운영중,서울특별시 금천구 남부순환로 1314 가산아네스트 오피스텔 앞,37.47818,126.897408,금천구
성지아파트 옆 도로변,운영중,서울특별시 금천구 시흥대로51길 55 성지아파트 옆 도로변,37.451321,126.897621,금천구
모두의학교,운영중,서울특별시 금천구 남부순환로128길 42 모두의학교,37.478409,126.907372,금천구
주공14단지,운영중,서울특별시 금천구 한내로 69-54 주공14단지,37.46056,126.887093,금천구
석수역1번출구 앞 (SK주유소),운영중,서울특별시 금천구 시흥대로 39-7 석수역1번출구 앞 (SK주유소),37.437271,126.902687,금천구
월드컵공원,운영중,서울특별시 마포구 하늘공원로 108-1 월드컵공원,37.563965,126.898209,마포구
홍은동 정원여중 입구,운영중,서울특별시 서대문구 연희로37안길 51 홍은동 정원여중 입구,37.586388,126.935127,서대문구
신도림동주민센터 앞,운영중,서울특별시 구로구 신도림로 40 구로구 신도림동 397-32,37.507332,126.87973,구로구
도림천역 1번 출구 앞,운영중,서울특별시 구로구 경인로67길 160 구로구 신도림동 323-16,37.51424,126.882874,구로구
